,feelslike,tempmax,humidity,tempmin,temp_lag_1,effective_solar
1944,35.2,34.0,84.5,27.0,30.0,3.2155038759689925
1945,34.8,34.4,82.4,26.3,29.0,3.8509532062391676
1946,30.8,34.0,88.4,25.2,29.3,4.1191806331471135
1947,34.5,33.4,80.4,26.0,28.0,5.382550335570469
1948,34.7,35.0,77.0,24.4,29.5,4.410801963993453
1949,30.2,33.0,84.3,24.0,29.6,3.808098591549296
1950,31.1,34.6,82.8,25.9,27.5,5.069364161849712
1951,30.5,33.0,87.8,25.0,28.4,3.6545454545454548
1952,32.1,33.5,82.6,25.0,27.7,4.489563567362429
1953,33.8,32.0,83.6,26.0,28.4,3.998073217726397
1954,34.9,35.4,74.4,26.6,28.6,5.693581780538302
1955,36.4,35.0,73.3,26.0,30.1,4.964285714285714
1956,35.2,34.0,77.3,24.8,30.7,4.19925512104283
1957,30.4,32.0,88.9,25.0,29.7,2.761978361669242
1958,33.0,32.3,81.4,25.0,27.4,2.818923327895596
1959,34.4,33.6,76.6,25.0,28.8,4.809055118110237
1960,32.0,35.0,83.7,25.0,29.7,2.2561576354679804
1961,28.5,31.4,91.8,25.4,28.4,1.973898858075041
1962,30.7,32.6,89.2,25.0,26.9,3.2016666666666667
1963,31.2,33.4,86.7,24.0,27.5,2.5370967741935484
1964,31.2,33.9,88.2,25.0,28.1,5.269076305220883
1965,34.3,34.5,74.7,26.0,27.7,4.711790393013101
1966,35.9,34.0,78.1,27.0,30.0,4.209090909090909
1967,35.4,34.1,78.3,26.0,29.8,3.1246200607902734
1968,30.9,32.2,89.5,25.5,29.7,3.0911999999999997
1969,32.6,34.0,79.7,25.0,27.5,4.219819819819819
1970,35.3,35.0,73.8,26.0,28.9,4.327118644067797
1971,34.1,34.5,78.5,24.6,30.2,4.497237569060774
1972,29.4,31.1,91.4,25.0,29.2,2.9776247848537003
1973,31.0,33.5,82.9,25.0,26.9,4.086725663716814
1974,32.6,33.0,78.3,25.0,28.0,3.429310344827586
1975,30.7,32.0,86.3,25.0,28.8,3.3007751937984495
1976,26.9,30.0,91.8,24.4,27.4,1.9449685534591195
1977,29.5,31.0,89.7,25.0,26.0,1.3206896551724137
1978,30.8,32.0,85.1,25.0,26.9,3.8114285714285714
1979,31.2,32.4,82.2,24.4,27.7,3.9364261168384878
1980,29.8,29.4,85.9,25.0,28.0,2.0824915824915826
1981,31.3,32.2,75.1,26.0,27.1,4.288934426229509
1982,31.4,32.6,84.9,24.8,28.7,3.9499105545617175
1983,32.8,30.0,86.0,26.0,28.0,3.299610894941634
1984,35.3,33.0,78.6,27.0,28.0,4.052631578947368
1985,29.2,31.4,89.5,23.6,29.6,3.1640926640926645
1986,33.1,34.0,77.1,24.4,27.0,5.366379310344827
1987,34.1,33.4,80.1,27.0,29.1,4.381502890173411
1988,33.7,33.9,78.6,26.0,29.0,3.727731092436975
1989,31.5,33.6,80.1,25.1,29.3,4.452667814113597
1990,30.5,31.6,89.7,25.0,28.5,2.4490818030050083
1991,33.1,35.4,77.9,24.6,27.3,4.405769230769231
1992,32.9,32.4,81.3,24.0,29.5,3.7590579710144927
1993,35.8,32.6,79.1,27.9,28.6,4.666666666666666
1994,35.1,34.1,75.5,26.0,29.6,4.746124031007752
1995,32.6,31.8,84.2,26.0,30.0,4.970954356846472
1996,34.2,34.0,79.9,25.0,28.3,5.07185628742515
1997,31.8,32.3,87.2,24.8,29.4,3.7216174183514776
1998,31.8,31.6,84.1,25.0,28.1,3.28219696969697
1999,34.3,34.0,76.3,25.6,28.1,4.851923076923077
2000,32.2,33.2,82.0,23.4,29.8,4.050986842105264
2001,28.8,33.0,88.5,24.4,28.3,3.016611295681063
2002,32.6,33.0,81.6,25.0,26.9,4.3356890459363955
2003,32.8,32.6,80.5,26.0,28.6,4.860082304526749
2004,35.0,34.3,75.8,26.1,29.0,5.288270377733599
2005,33.7,32.6,82.0,25.6,29.9,4.7174348697394795
2006,32.8,34.0,80.2,24.0,28.9,3.621666666666667
2007,33.5,33.0,79.7,25.0,28.6,4.0737704918032795
2008,33.0,32.9,84.3,24.4,29.0,2.1785714285714284
2009,29.6,31.0,88.0,26.0,28.5,1.6225930680359435
2010,26.2,29.0,93.3,24.9,27.2,2.68970189701897
2011,28.3,28.0,92.0,24.0,25.7,2.323577235772358
2012,31.4,32.5,82.5,26.0,26.3,3.0558558558558557
2013,30.0,32.6,87.4,23.0,28.2,3.5543859649122806
2014,29.1,31.0,90.0,23.1,27.2,1.8905109489051095
2015,30.2,32.0,84.8,24.0,26.5,2.1109375
2016,29.4,31.0,90.7,25.2,27.2,3.226600985221675
2017,28.5,32.4,89.0,25.0,27.1,3.72
2018,30.0,31.0,87.8,24.0,26.9,2.776536312849162
2019,35.1,33.3,76.6,26.9,27.1,3.844827586206896
2020,32.8,31.3,88.3,26.0,29.7,3.0211726384364823
2021,29.3,31.0,90.7,25.4,28.0,2.547703180212014
2022,30.4,32.4,84.9,24.9,27.1,2.7447552447552446
2023,30.6,32.0,84.4,24.0,27.7,4.195652173913044
2024,32.1,34.0,79.2,25.0,27.4,5.076023391812865
2025,32.7,33.0,78.7,25.0,28.7,4.679089026915114
2026,33.0,33.9,76.8,26.0,28.8,3.8438538205980066
2027,31.0,32.1,86.0,25.0,29.2,3.1889055472263865
2028,31.9,33.0,80.5,25.0,27.7,3.6786324786324784
2029,34.8,34.0,75.6,26.4,28.3,5.225099601593626
2030,34.9,34.0,77.4,27.0,29.7,5.056497175141243
2031,35.0,34.0,76.1,27.4,29.6,5.120901639344263
2032,33.4,33.6,80.7,26.0,29.7,4.389770723104056
2033,35.6,35.0,76.9,26.1,29.0,5.017374517374517
2034,37.2,35.0,77.1,27.0,30.2,4.9855072463768115
2035,36.6,34.0,74.3,27.0,30.5,5.412765957446808
2036,36.0,34.6,75.5,27.0,30.5,4.821153846153846
2037,36.2,34.0,79.0,27.0,30.2,4.659695817490494
2038,34.3,34.1,80.4,26.9,29.9,4.616541353383458
2039,32.6,34.8,79.8,26.0,29.0,5.111111111111112
2040,30.6,31.9,89.0,25.0,28.7,4.093805309734513
2041,32.3,34.0,83.9,25.0,27.5,3.324773413897281
2042,33.9,33.1,79.2,25.4,28.6,4.24025974025974
2043,34.2,34.0,81.2,25.0,29.4,3.725217391304348
2044,33.1,32.6,83.9,25.4,29.1,4.722419928825622
2045,31.9,34.2,85.0,24.6,28.5,4.1245901639344265
2046,32.6,34.0,81.4,24.1,28.4,5.398190045248868
2047,34.7,33.0,81.5,26.0,28.6,5.093821510297483
2048,34.4,33.4,84.7,27.0,29.4,3.724007561436673
2049,31.7,33.6,85.2,24.8,28.7,3.9913644214162347
2050,31.8,32.6,86.5,25.0,28.3,4.031301482701812
2051,32.1,34.0,84.0,25.6,28.1,4.260135135135135
2052,28.7,32.0,91.3,25.0,28.5,2.94969512195122
2053,28.3,29.6,93.7,24.4,26.7,1.3311148086522462
2054,30.2,31.0,84.9,24.4,26.3,3.8341625207296848
2055,32.2,32.6,81.2,25.0,27.4,3.632326820603908
2056,30.9,33.0,84.2,25.0,28.6,2.6200345423143347
2057,29.9,30.4,91.5,25.0,28.0,1.5692307692307692
2058,26.6,30.0,95.4,23.0,27.1,1.685962373371925
2059,29.4,32.0,89.1,24.0,25.3,2.767123287671233
2060,31.3,33.1,88.6,24.4,26.9,4.133870967741935
2061,31.8,33.5,86.0,25.0,27.9,3.6620689655172414
2062,29.1,32.0,87.9,24.0,28.3,3.768965517241379
2063,30.2,33.4,87.8,25.0,27.0,4.24953095684803
2064,31.4,32.6,86.7,24.0,27.6,3.9738955823293174
2065,30.9,31.0,89.0,24.2,28.1,3.145973154362416
2066,29.1,31.0,93.0,24.9,27.3,1.6257396449704145
2067,30.5,30.6,88.1,25.0,26.7,1.7190839694656488
2068,29.6,30.4,89.4,25.0,27.2,3.038602941176471
2069,32.3,32.4,86.0,25.0,27.1,4.00375234521576
2070,33.1,33.0,84.0,25.4,28.1,3.692883895131086
2071,32.2,32.3,92.9,26.0,28.6,2.634185303514377
2072,32.0,32.6,87.6,25.1,27.8,3.8143607705779337
2073,32.1,32.6,84.7,25.0,28.1,2.79740680713128
2074,28.6,31.0,92.9,24.9,28.3,2.0065789473684212
2075,31.4,30.0,91.0,25.0,26.5,1.9315286624203822
2076,27.1,27.6,98.2,25.0,27.4,1.4724409448818898
2077,29.8,31.5,89.1,25.0,26.1,2.011056511056511
2078,27.5,29.0,97.4,25.6,27.3,1.250620347394541
2079,29.2,30.4,94.6,25.0,26.4,1.5283687943262414
2080,28.1,28.4,96.7,25.0,26.7,1.4472190692395006
2081,29.3,31.0,90.0,25.0,26.4,1.9778597785977863
2082,28.5,30.0,91.0,25.0,27.0,1.7921615201900238
2083,26.1,27.0,98.0,25.0,26.7,1.8403575989782885
2084,28.5,30.6,94.4,25.0,25.8,1.4046094750320104
2085,26.5,28.0,96.8,25.0,26.5,0.6336734693877552
2086,27.2,30.0,93.4,24.9,25.7,1.374085684430512
2087,28.2,29.0,92.7,23.4,26.1,1.341093117408907
2088,31.5,31.0,85.6,25.0,26.3,1.558569667077682
2089,31.9,32.0,83.2,25.0,28.0,2.7169274537695594
2090,32.0,31.0,86.9,26.0,28.2,1.8824999999999998
2091,32.2,33.4,76.7,25.4,27.9,3.7645259938837916
2092,30.7,31.6,75.9,25.9,29.0,2.6413793103448278
2093,30.3,32.6,75.3,26.0,28.2,3.013274336283186
2094,30.4,31.0,80.8,25.0,28.1,1.997080291970803
2095,30.1,32.1,74.2,25.0,27.7,3.9244186046511627
2096,29.5,30.6,75.4,25.0,28.0,2.306149732620321
2097,28.5,29.0,76.2,26.0,27.5,1.2216699801192845
2098,29.2,32.6,81.4,25.0,27.1,1.583710407239819
2099,31.5,33.4,78.4,24.4,27.3,3.636070853462158
2100,30.5,32.6,86.2,23.4,28.3,3.1452513966480447
2101,32.0,32.4,84.2,25.0,27.6,2.7617135207496655
2102,30.4,31.6,78.8,25.0,28.2,3.4914611005692597
2103,31.1,33.0,75.5,25.0,27.8,4.7586912065439675
2104,31.2,31.6,81.1,26.0,28.6,3.1827794561933533
2105,31.6,33.6,77.1,25.0,28.0,4.431481481481482
2106,31.0,30.0,80.7,26.0,28.7,2.3138686131386863
2107,31.7,32.4,77.8,25.0,27.8,3.6155268022181146
2108,30.3,32.3,71.1,25.0,28.4,3.5874439461883405
2109,28.3,31.0,71.1,23.0,28.3,2.5748663101604277
2110,27.0,29.0,72.9,24.6,27.0,2.011961722488038
2111,26.8,29.6,84.6,22.0,26.4,1.53375
2112,29.1,33.4,84.3,23.4,25.4,3.8430717863105173
2113,30.3,31.0,81.0,24.0,27.1,4.054607508532423
2114,29.4,33.0,65.9,23.0,27.5,5.857482185273159
2115,30.8,32.6,72.5,25.0,28.0,3.891013384321224
2116,30.2,34.2,79.0,24.9,28.3,3.775919732441472
2117,32.4,34.0,76.0,24.6,28.1,4.036585365853658
2118,32.1,33.0,79.9,25.0,29.0,4.091954022988506
2119,32.9,33.0,79.4,26.0,28.4,3.6405959031657353
2120,32.9,32.2,78.0,26.0,28.6,2.1493001555209954
2121,30.8,32.0,86.1,25.0,28.7,3.049206349206349
2122,29.9,33.6,82.2,24.0,27.7,3.674418604651163
2123,30.5,33.4,85.6,25.0,27.8,3.879541108986616
2124,29.4,32.6,73.4,24.0,27.8,4.874251497005988
2125,29.8,33.0,72.1,25.0,28.0,3.405144694533762
2126,30.5,32.3,70.5,26.0,28.3,2.2704225352112672
2127,30.3,33.1,72.2,25.0,28.5,3.315548780487805
2128,30.6,32.8,70.7,23.4,28.3,3.516181229773463
2129,28.7,29.0,86.3,25.0,28.3,0.5789473684210527
2130,28.9,31.4,81.9,24.1,26.8,0.6317934782608696
2131,30.3,31.0,80.7,25.0,27.2,1.884831460674157
2132,30.3,32.9,73.6,24.0,27.8,3.085069444444444
2133,28.0,33.0,60.2,22.4,28.2,5.748826291079812
2134,26.8,32.0,53.8,22.0,27.5,5.935096153846154
2135,27.5,32.0,65.4,21.5,26.8,5.66321243523316
2136,29.0,33.0,64.9,22.4,26.7,5.674300254452927
2137,28.4,30.6,68.9,24.0,27.8,2.7857142857142856
2138,28.4,32.0,65.2,23.0,27.3,2.9897610921501703
2139,28.7,30.9,63.2,25.0,27.4,1.1023054755043227
2140,29.0,31.4,79.2,25.0,27.6,2.3748361730013103
2141,30.3,30.6,88.1,24.0,27.0,1.8592411260709913
2142,31.7,32.0,87.4,26.0,27.2,2.8390625
2143,30.8,30.0,87.1,25.0,27.9,2.5116279069767447
2144,31.2,33.6,81.5,25.0,27.4,2.8449367088607596
2145,31.1,33.0,84.4,25.0,28.2,3.4746376811594204
2146,29.7,33.0,76.6,24.0,28.0,3.1883333333333335
2147,30.7,33.0,70.6,25.0,28.0,3.487544483985765
2148,30.1,31.6,68.0,24.0,28.5,2.691823899371069
2149,28.4,31.0,66.5,24.4,28.1,2.8292282430213467
2150,26.1,29.5,65.4,23.0,27.4,2.3921259842519684
2151,26.4,31.0,58.4,22.0,25.8,3.377952755905512
2152,25.8,28.0,64.3,22.9,26.2,1.012771392081737
2153,26.1,30.5,81.1,23.0,25.5,1.5550611790878754
2154,29.7,32.5,83.2,23.9,25.4,2.8044164037854893
2155,29.8,32.0,78.7,23.4,27.5,3.5569176882661995
2156,30.3,33.6,76.6,24.0,27.7,3.805217391304348
2157,30.0,33.6,78.7,24.0,28.1,4.236190476190476
2158,29.3,32.2,75.4,24.0,27.9,4.174537987679671
2159,30.0,32.9,75.1,24.9,27.6,2.7649842271293377
2160,27.7,30.0,64.6,25.0,28.1,2.021656050955414
2161,26.5,29.0,53.7,24.0,27.2,2.403202328966521
2162,25.7,29.7,56.5,23.0,26.4,1.8846153846153846
2163,26.1,31.0,60.0,22.0,25.5,2.159712230215827
2164,28.2,32.0,67.3,22.0,25.8,4.141716566866267
2165,28.9,33.0,70.4,24.0,26.9,2.56738768718802
2166,29.2,32.0,73.7,24.0,27.8,2.3075842696629216
2167,29.7,32.0,68.6,24.0,27.4,2.88555078683834
2168,29.5,34.0,69.3,24.0,27.9,3.9099999999999997
2169,29.2,33.0,74.7,24.0,28.2,3.916247906197655
2170,27.5,32.0,60.4,23.0,27.7,5.559808612440192
2171,26.7,30.0,65.9,22.0,27.1,5.626794258373206
2172,26.8,32.0,62.5,22.0,26.0,5.305122494432071
2173,25.1,31.0,54.8,21.0,26.4,6.531073446327683
2174,23.5,28.0,62.7,19.0,25.2,5.023094688221709
2175,24.6,30.0,72.3,18.0,23.4,3.6572668112798263
2176,25.6,31.0,69.2,21.0,24.2,5.866336633663367
2177,26.1,32.0,71.6,21.0,25.3,7.912052117263844
2178,26.4,32.0,62.5,22.0,25.8,6.491978609625669
2179,25.5,31.0,53.8,21.0,26.4,6.071428571428571
2180,24.0,28.0,61.9,20.0,25.7,3.6651053864168617
2181,26.9,31.1,65.9,22.0,23.8,5.914772727272727
2182,27.9,32.0,74.2,24.0,26.6,4.3259423503325936
2183,27.3,29.9,83.3,24.0,27.2,2.343046357615894
2184,28.3,32.0,78.0,24.0,26.2,1.7103174603174607
2185,28.2,31.0,74.4,24.0,27.0,3.268781302170284
2186,28.3,32.0,76.9,23.9,27.0,3.9556840077071294
2187,29.3,33.0,68.6,25.0,26.9,4.275303643724696
2188,29.1,33.0,69.9,24.0,27.9,7.171779141104294
2189,28.4,33.0,72.4,24.0,27.6,4.934959349593496
2190,27.1,33.0,58.6,23.0,27.1,6.1931540342298295
2191,26.4,31.0,63.5,21.0,27.0,6.150246305418719
2192,27.7,34.0,66.8,24.0,26.0,3.5445378151260507
2193,28.0,33.0,70.6,24.0,27.2,5.893401015228426
2194,27.1,33.0,65.4,23.0,27.1,7.779503105590061
2195,27.1,31.0,67.3,23.0,26.7,6.650918635170604
2196,28.0,33.0,63.1,22.0,26.6,5.8520408163265305
2197,29.0,32.0,70.8,25.0,27.2,4.360146252285192
2198,28.6,33.0,70.4,24.0,27.7,3.900974025974026
2199,29.1,31.0,76.6,24.1,27.4,3.4283439490445864
2200,27.4,32.0,83.7,24.0,27.3,2.880512091038407
2201,29.4,33.0,72.0,24.9,26.3,3.8274021352313166
2202,29.7,31.0,74.4,25.0,28.0,3.572649572649573
2203,27.4,29.0,82.8,25.0,27.8,2.8226059654631084
2204,27.1,31.0,74.8,24.0,26.3,3.681109185441941
2205,26.5,31.0,73.5,23.0,26.4,3.9409594095940954
2206,25.9,30.0,75.3,23.0,26.0,4.003552397868561
2207,25.4,30.0,76.8,21.0,25.3,3.965034965034965
2208,25.9,31.0,73.2,22.0,24.9,5.283292978208233
2209,26.5,32.0,64.3,22.0,25.5,8.832214765100671
2210,26.4,31.1,62.5,21.0,26.4,6.090909090909091
2211,26.8,33.0,53.8,21.0,26.2,8.338129496402878
2212,26.6,33.0,54.7,22.0,26.7,14.56060606060606
2213,26.3,33.0,62.8,21.9,26.8,8.895973154362416
2214,26.2,31.0,68.0,22.9,26.2,6.657074340527578
2215,26.5,32.0,70.8,22.0,25.9,6.291954022988506
2216,27.5,32.0,73.0,23.9,26.1,4.721311475409837
2217,28.4,32.0,72.9,23.0,26.6,5.182403433476395
2218,29.6,33.0,76.5,25.0,27.1,4.8291457286432165
2219,30.4,33.0,75.1,26.0,27.7,5.284753363228699
2220,30.3,34.0,69.7,25.0,28.1,5.37122969837587
2221,31.1,34.0,70.1,25.0,28.5,6.8559322033898304
2222,30.9,34.0,71.6,25.0,28.8,7.7327327327327335
2223,30.5,34.0,67.1,25.0,28.6,5.58004158004158
2224,30.5,36.0,60.8,25.0,28.9,8.34421364985163
2225,29.1,35.7,59.5,24.0,29.3,12.889830508474574
2226,29.8,35.0,61.0,23.0,28.7,12.296296296296296
2227,30.7,35.0,65.8,25.0,28.8,10.139285714285714
2228,30.4,35.0,58.6,25.0,28.8,7.1
2229,30.2,35.0,61.6,25.0,29.2,4.7036328871892925
2230,30.4,34.9,60.5,25.0,29.1,6.356459330143541
2231,30.9,35.0,60.1,25.0,29.2,7.120218579234973
2232,30.9,35.0,53.1,26.0,29.5,6.573770491803278
2233,30.6,35.0,55.8,26.0,29.9,5.968973747016706
2234,29.2,35.0,66.4,24.1,29.5,8.232758620689657
2235,29.6,34.0,66.8,24.9,28.3,8.927868852459017
2236,29.7,32.0,72.9,25.0,28.2,5.338028169014084
2237,29.5,33.0,69.6,25.0,27.9,4.737704918032787
2238,30.7,32.0,71.9,25.9,28.0,5.3511777301927195
2239,32.5,34.0,72.0,25.9,28.4,6.732530120481927
2240,33.5,33.0,74.8,27.0,29.3,4.247947454844007
2241,33.4,35.0,70.8,27.0,29.2,4.747058823529412
2242,32.6,36.0,64.1,26.0,29.5,6.007042253521127
2243,32.0,35.0,59.3,26.0,30.2,5.582589285714286
2244,32.8,35.0,60.1,27.0,30.0,4.837078651685394
2245,33.3,36.0,61.1,27.0,30.3,4.512110726643599
2246,33.1,36.0,61.3,26.0,30.4,5.0888888888888895
2247,33.3,35.7,64.5,26.9,30.3,7.9299719887955185
2248,32.4,36.0,66.9,26.0,30.2,5.9026915113871645
2249,33.1,35.0,69.0,26.9,29.7,4.661157024793388
2250,34.0,36.0,72.5,26.9,29.7,4.041946308724833
2251,35.4,35.0,72.5,27.0,29.7,4.621392190152801
2252,34.7,35.0,68.1,27.0,30.3,4.994339622641509
2253,36.3,37.0,68.8,28.0,30.5,3.8102409638554215
2254,32.4,34.0,77.7,24.0,31.1,4.151067323481117
2255,33.7,34.0,74.1,27.0,28.9,4.658590308370044
2256,32.4,34.0,69.8,26.0,29.2,5.11669658886894
2257,32.4,35.0,58.4,26.0,29.4,5.79002079002079
2258,32.9,36.0,62.7,26.0,30.4,6.135857461024499
2259,32.9,33.0,75.5,27.0,30.2,4.425287356321839
2260,32.7,31.0,79.3,26.2,28.7,3.451994091580502
2261,33.1,34.0,75.9,26.0,28.5,4.071428571428571
2262,33.5,35.0,67.5,26.9,29.1,5.2846153846153845
2263,32.6,35.0,70.4,26.0,29.8,4.582397003745318
2264,34.8,34.0,73.6,27.0,29.3,4.670329670329671
2265,34.9,35.0,70.4,27.9,29.8,3.9012158054711246
2266,32.8,35.0,78.6,23.9,30.2,3.675304878048781
2267,31.9,34.0,76.5,22.0,28.9,3.5036179450072362
2268,31.6,33.0,79.8,25.0,28.4,4.305246422893482
2269,32.2,32.0,80.9,25.0,28.4,3.778151260504202
2270,32.5,33.0,77.9,26.0,28.4,4.19022687609075
2271,34.6,34.0,75.2,26.0,28.5,5.00374531835206
2272,35.9,33.0,79.8,27.0,29.7,3.6414790996784565
2273,31.9,32.0,84.1,24.0,29.6,2.63130659767141
2274,31.1,33.0,84.7,25.0,27.9,2.124620060790274
2275,32.9,34.0,79.5,26.0,27.8,3.5999999999999996
2276,33.7,34.0,74.7,26.0,29.0,4.754512635379061
2277,35.8,35.0,74.1,26.9,29.5,4.712095400340716
2278,35.8,34.0,75.9,26.9,30.2,3.4427480916030535
2279,35.2,34.0,72.9,27.0,30.0,4.439929328621909
2280,34.5,35.0,69.5,27.9,30.1,4.2894736842105265
2281,35.2,34.8,68.7,28.0,30.1,5.525862068965517
2282,36.3,34.0,72.3,27.9,30.5,4.5599214145383105
2283,36.3,36.0,69.0,28.0,30.6,5.225806451612902
2284,36.0,35.0,67.2,28.0,30.9,5.315094339622641
2285,35.2,36.0,64.2,27.0,31.0,5.3156899810964084
2286,35.8,37.0,60.5,28.0,31.1,5.694092827004219
2287,34.9,36.0,70.1,26.0,31.7,4.507299270072993
2288,32.9,34.0,74.6,25.0,30.3,4.461111111111111
2289,35.1,34.0,78.9,27.0,29.3,3.7566225165562916
2290,36.7,36.0,72.8,27.9,29.4,4.1341681574239715
2291,37.0,34.0,71.6,28.0,30.7,4.455535390199637
2292,37.4,34.9,71.5,28.0,30.8,4.609403254972875
2293,37.5,35.0,73.8,28.0,31.0,4.252800000000001
2294,38.2,36.0,70.7,28.9,30.8,4.6880733944954125
2295,38.2,34.0,75.1,29.0,31.4,5.26875
2296,35.6,34.0,83.1,26.9,30.8,3.1349325337331333
2297,36.3,35.8,77.7,26.0,29.3,4.042444821731749
2298,37.3,34.0,84.2,26.1,30.3,2.623579545454545
2299,35.0,34.0,81.3,26.0,29.7,3.724306688417619
2300,35.3,35.0,82.4,26.9,29.5,3.393225331369661
2301,34.4,35.0,73.5,26.0,29.3,4.5
2302,33.8,34.0,85.8,25.0,30.4,2.805128205128205
2303,31.7,33.0,88.2,25.0,28.6,2.0151515151515156
2304,30.6,32.0,91.5,25.0,27.9,1.810880829015544
2305,29.5,30.0,91.6,25.0,27.3,1.221951219512195
2306,25.4,27.9,97.4,23.0,26.9,1.4722891566265062
2307,29.8,30.0,89.0,24.0,25.0,1.3746556473829201
2308,30.4,31.0,93.1,25.1,27.0,1.8544474393530996
2309,33.9,33.0,83.0,25.9,27.2,3.682481751824818
2310,34.4,34.0,82.6,26.0,29.0,4.322862129144852
2311,36.6,35.0,76.7,26.0,29.2,4.758878504672897
2312,38.5,34.0,78.6,27.0,30.4,4.983240223463687
2313,37.6,34.0,82.8,28.0,30.7,4.493288590604027
2314,35.0,34.0,87.7,24.0,29.9,3.6389301634472515
2315,37.1,35.0,78.7,26.0,28.7,4.604852686308492
2316,38.2,35.0,76.3,27.0,30.4,5.495934959349593
2317,36.8,35.0,78.9,27.0,31.0,3.93526405451448
2318,34.2,32.9,85.7,26.9,30.1,3.189655172413793
2319,32.5,32.7,86.5,24.6,28.5,2.3236842105263156
2320,28.4,29.0,90.5,24.0,28.2,2.041025641025641
2321,31.8,32.0,85.6,25.0,26.5,2.6005188067444878
2322,31.2,32.0,85.4,25.9,27.9,2.5997171145685996
2323,31.1,32.1,83.6,25.0,27.8,3.296809986130375
2324,30.7,32.0,80.6,25.0,28.1,0.6959896507115135
2325,33.4,32.0,79.7,26.0,27.9,3.0214521452145213
2326,34.1,34.0,78.8,26.9,28.8,3.9289026275115915
2327,31.2,32.1,89.9,25.0,29.2,2.9531680440771355
2328,34.2,33.0,83.6,26.0,27.6,2.5734824281150157
2329,34.6,35.0,78.6,25.0,29.0,4.558292282430214
2330,34.4,34.0,78.2,26.0,29.7,6.389261744966443
2331,36.7,34.0,82.5,27.0,29.8,4.2521150592216586
2332,35.3,35.0,78.9,26.0,29.7,4.41726618705036
2333,33.6,32.0,83.3,25.0,29.8,4.070564516129032
2334,32.9,32.0,88.3,25.5,28.6,4.19925512104283
2335,31.9,32.0,86.6,25.0,28.0,3.918367346938776
2336,34.3,33.0,80.5,25.9,28.0,4.799618320610687
2337,34.6,34.0,83.7,26.2,29.3,4.542406311637081
2338,36.0,33.0,81.5,26.9,29.0,4.587548638132296
2339,36.0,35.0,74.1,27.0,29.6,5.742358078602621
2340,36.4,35.0,75.3,27.0,30.4,5.018975332068311
2341,36.3,35.0,78.0,27.0,30.4,4.470796460176991
2342,36.5,33.9,82.8,27.0,30.1,3.6250000000000004
2343,35.7,35.0,75.1,26.9,29.6,5.046184738955824
2344,37.1,35.0,72.2,27.8,30.3,5.574850299401198
2345,37.1,36.0,75.7,27.0,30.9,6.0829787234042545
2346,36.0,32.1,86.7,26.8,30.6,4.478764478764479
2347,32.0,31.0,92.8,25.0,28.9,2.1623563218390807
2348,31.0,31.0,90.2,25.0,27.5,2.712538226299694
2349,30.2,34.0,85.6,25.0,27.4,2.416543574593796
2350,30.4,31.0,89.1,25.0,27.8,2.0016
2351,30.8,31.0,82.6,25.0,27.2,2.5409015025041737
2352,33.7,33.0,76.4,26.0,27.9,3.5906040268456376
2353,35.2,35.0,72.9,27.0,29.4,4.826401446654611
2354,34.4,35.0,76.9,26.0,30.1,4.2444444444444445
2355,33.2,34.0,77.5,25.0,29.5,3.6398659966499163
2356,30.9,33.0,85.8,25.0,29.2,3.297161936560935
2357,29.2,32.0,88.2,25.0,27.8,1.7651612903225808
2358,32.2,34.0,78.0,24.1,27.2,4.681818181818182
2359,33.1,33.0,77.1,26.0,28.7,5.3145631067961165
2360,32.5,33.0,81.6,25.9,29.3,2.5697503671071957
2361,27.9,32.9,85.6,22.2,28.5,0.9900621118012423
2362,30.5,33.0,81.6,24.9,26.4,3.9673913043478257
2363,31.0,31.0,85.0,25.9,27.4,2.5473833097595473
2364,30.9,32.0,87.3,23.0,27.7,2.4258992805755395
2365,31.0,30.0,93.2,23.2,27.3,2.4385510996119018
2366,35.5,33.0,82.3,27.0,27.1,3.17621776504298
2367,30.7,32.0,86.0,24.0,29.4,3.074585635359116
2368,33.3,33.0,81.1,26.0,27.6,4.509243697478992
2369,31.4,32.9,88.9,25.0,28.9,4.88376753507014
2370,30.5,31.0,88.1,25.0,27.7,2.780635400907716
2371,29.7,32.0,92.8,24.9,27.3,1.850129198966408
2372,32.6,32.0,85.6,25.0,26.9,3.130496453900709
2373,35.5,33.0,80.6,26.0,28.2,3.7738693467336684
2374,33.6,34.0,83.7,26.0,29.5,3.173590504451038
2375,34.1,31.9,84.6,26.0,28.7,3.3936651583710407
2376,35.0,32.1,80.8,27.0,28.7,3.612349914236707
2377,34.9,33.0,82.5,27.0,29.2,4.324514991181657
2378,35.2,33.0,82.8,27.0,29.1,3.729981378026071
2379,35.3,33.0,80.1,27.0,29.1,4.421441774491682
2380,35.9,34.0,78.9,27.0,29.5,3.998366013071895
2381,37.2,34.0,80.3,27.0,29.8,4.585461689587427
2382,37.1,34.0,77.8,27.0,30.0,3.4465116279069767
2383,34.7,35.0,82.8,26.0,30.2,3.168587896253602
2384,32.5,31.9,86.5,26.0,29.1,3.0857580398162328
2385,32.0,31.0,84.7,25.0,27.9,3.6683848797250858
2386,33.2,33.9,82.2,26.0,28.0,3.193502824858757
2387,33.2,33.0,80.7,26.0,28.6,2.2181818181818183
2388,32.9,31.0,81.5,26.0,28.9,2.6419019316493317
2389,31.0,35.0,80.7,25.0,28.5,5.445086705202312
